"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM VESTIGING";"GEMEENTENAAM";"ONDERWIJSTYPE VO";"INSPECTIECODE";"OPLEIDINGSNAAM";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - MAN";"GESLAAGDEN SCHOOLJAAR 2019-2020 - MAN";"SLAAGPERC SCHOOLJAAR 2019-2020 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - VROUW";"GESLAAGDEN SCHOOLJAAR 2019-2020 - VROUW";"SLAAGPERC SCHOOLJAAR 2019-2020 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2019-2020 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2019-2020 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - MAN";"GESLAAGDEN SCHOOLJAAR 2020-2021 - MAN";"SLAAGPERC SCHOOLJAAR 2020-2021 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - VROUW";"GESLAAGDEN SCHOOLJAAR 2020-2021 - VROUW";"SLAAGPERC SCHOOLJAAR 2020-2021 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2020-2021 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2020-2021 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - MAN";"GESLAAGDEN SCHOOLJAAR 2021-2022 - MAN";"SLAAGPERC SCHOOLJAAR 2021-2022 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - VROUW";"GESLAAGDEN SCHOOLJAAR 2021-2022 - VROUW";"SLAAGPERC SCHOOLJAAR 2021-2022 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2021-2022 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2021-2022 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - MAN";"GESLAAGDEN SCHOOLJAAR 2022-2023 - MAN";"SLAAGPERC SCHOOLJAAR 2022-2023 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - VROUW";"GESLAAGDEN SCHOOLJAAR 2022-2023 - VROUW";"SLAAGPERC SCHOOLJAAR 2022-2023 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2022-2023 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2022-2023 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - MAN";"GESLAAGDEN SCHOOLJAAR 2023-2024 - MAN";"SLAAGPERC SCHOOLJAAR 2023-2024 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - VROUW";"GESLAAGDEN SCHOOLJAAR 2023-2024 - VROUW";"SLAAGPERC SCHOOLJAAR 2023-2024 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2023-2024 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2023-2024 - TOTAAL"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"50";"HAVO - N&T";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"5";"5";"100";"14";"14";"100";"7";"7";"100";"<5";"<5";"100";"8";"8";"100";"9";"8";"88.9";"<5";"<5";"100";"10";"9";"90";"8";"7";"87.5";"<5";"<5";"100";"10";"9";"90"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"51";"HAVO - N&G";"13";"13";"100";"16";"16";"100";"29";"29";"100";"9";"8";"88.9";"15";"14";"93.3";"24";"22";"91.7";"15";"14";"93.3";"15";"15";"100";"30";"29";"96.7";"16";"14";"87.5";"18";"15";"83.3";"34";"29";"85.3";"13";"11";"84.6";"15";"11";"73.3";"28";"22";"78.6"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"52";"HAVO - E&M";"16";"16";"100";"12";"12";"100";"28";"28";"100";"42";"42";"100";"19";"19";"100";"61";"61";"100";"24";"24";"100";"18";"17";"94.4";"42";"41";"97.6";"35";"33";"94.3";"18";"17";"94.4";"53";"50";"94.3";"22";"22";"100";"22";"22";"100";"44";"44";"100"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"5";"5";"100";"9";"9";"100";"<5";"<5";"100";"12";"12";"100";"15";"15";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"<5";"<5";"100";"10";"10";"100";"14";"14";"100";"<5";"<5";"100";"8";"8";"100";"10";"10";"100"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"54";"HAVO - N&T / N&G";"6";"6";"100";"9";"9";"100";"15";"15";"100";"7";"7";"100";"6";"6";"100";"13";"13";"100";"10";"10";"100";"6";"6";"100";"16";"16";"100";"5";"5";"100";"7";"7";"100";"12";"12";"100";"5";"5";"100";"15";"13";"86.7";"20";"18";"90"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"HAVO";"59";"HAVO - E&M / C&M";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"<5";"<5";"100";"7";"7";"100";"9";"9";"100";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"33.3";"<5";"<5";"33.3"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"50";"<5";"<5";"75";"10";"10";"100";"<5";"<5";"100";"12";"12";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"61";"VWO - N&G";"6";"6";"100";"5";"5";"100";"11";"11";"100";"5";"5";"100";"<5";"<5";"100";"9";"9";"100";"10";"10";"100";"8";"8";"100";"18";"18";"100";"7";"6";"85.7";"6";"<5";"66.7";"13";"10";"76.9";"<5";"<5";"50";"<5";"<5";"100";"<5";"<5";"75"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"62";"VWO - E&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"14";"100";"7";"6";"85.7";"21";"20";"95.2"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"63";"VWO - C&M";"5";"5";"100";"5";"5";"100";"10";"10";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"8";"7";"87.5";"9";"8";"88.9";"<5";"<5";"100";"<5";"<5";"75";"7";"6";"85.7";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"64";"VWO - N&T / N&G";"11";"11";"100";"11";"10";"90.9";"22";"21";"95.5";"10";"10";"100";"12";"12";"100";"22";"22";"100";"6";"6";"100";"13";"13";"100";"19";"19";"100";"13";"10";"76.9";"9";"9";"100";"22";"19";"86.4";"10";"8";"80";"5";"5";"100";"15";"13";"86.7"
"02GJ";"02GJ00";"Chr College De Populier";"'S-GRAVENHAGE";"VWO";"69";"VWO - E&M / C&M";"7";"6";"85.7";"6";"6";"100";"13";"12";"92.3";"5";"5";"100";"9";"9";"100";"14";"14";"100";"<5";"<5";"100";"7";"7";"100";"11";"11";"100";"9";"9";"100";"9";"7";"77.8";"18";"16";"88.9";"<5";"<5";"50";"5";"<5";"80";"7";"5";"71.4"
"02GJ";"02GJ01";"Chr College De Populier";"'S-GRAVENHAGE";"VMBO";"90";"VMBO T - techniek";"15";"15";"100";"0";"0";"0";"15";"15";"100";"17";"17";"100";"<5";"<5";"100";"19";"19";"100";"15";"15";"100";"<5";"<5";"100";"16";"16";"100";"5";"5";"100";"<5";"<5";"75";"9";"8";"88.9";"9";"9";"100";"<5";"<5";"100";"13";"13";"100"
"02GJ";"02GJ01";"Chr College De Populier";"'S-GRAVENHAGE";"VMBO";"91";"VMBO T - zorg en welzijn";"14";"14";"100";"22";"22";"100";"36";"36";"100";"11";"11";"100";"13";"13";"100";"24";"24";"100";"12";"11";"91.7";"24";"24";"100";"36";"35";"97.2";"12";"12";"100";"13";"12";"92.3";"25";"24";"96";"14";"14";"100";"13";"13";"100";"27";"27";"100"
"02GJ";"02GJ01";"Chr College De Populier";"'S-GRAVENHAGE";"VMBO";"92";"VMBO T - economie";"18";"18";"100";"18";"18";"100";"36";"36";"100";"29";"29";"100";"13";"12";"92.3";"42";"41";"97.6";"23";"21";"91.3";"13";"13";"100";"36";"34";"94.4";"33";"31";"93.9";"21";"19";"90.5";"54";"50";"92.6";"33";"32";"97";"25";"25";"100";"58";"57";"98.3"
"02GJ";"02GJ01";"Chr College De Populier";"'S-GRAVENHAGE";"VMBO";"93";"VMBO T - landbouw";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"HAVO";"51";"HAVO - N&G";"8";"8";"100";"8";"8";"100";"16";"16";"100";"8";"8";"100";"6";"5";"83.3";"14";"13";"92.9";"10";"6";"60";"11";"7";"63.6";"21";"13";"61.9";"8";"5";"62.5";"12";"10";"83.3";"20";"15";"75";"14";"12";"85.7";"6";"<5";"66.7";"20";"16";"80"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"HAVO";"52";"HAVO - E&M";"27";"27";"100";"17";"17";"100";"44";"44";"100";"27";"26";"96.3";"13";"12";"92.3";"40";"38";"95";"16";"12";"75";"12";"11";"91.7";"28";"23";"82.1";"21";"15";"71.4";"16";"12";"75";"37";"27";"73";"23";"23";"100";"20";"16";"80";"43";"39";"90.7"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"66.7";"<5";"<5";"75";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"HAVO";"54";"HAVO - N&T / N&G";"9";"9";"100";"8";"7";"87.5";"17";"16";"94.1";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"5";"<5";"80";"<5";"<5";"100";"7";"6";"85.7";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"5";"5";"100";"10";"10";"100"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"66.7";"0";"0";"0";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"75";"7";"6";"85.7";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"50"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"60";"VWO - N&T";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"5";"5";"100";"0";"0";"0";"5";"5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"61";"VWO - N&G";"10";"10";"100";"13";"13";"100";"23";"23";"100";"5";"<5";"80";"8";"8";"100";"13";"12";"92.3";"5";"5";"100";"8";"6";"75";"13";"11";"84.6";"10";"9";"90";"10";"8";"80";"20";"17";"85";"<5";"<5";"75";"8";"7";"87.5";"12";"10";"83.3"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"62";"VWO - E&M";"5";"5";"100";"<5";"<5";"100";"9";"9";"100";"17";"17";"100";"<5";"<5";"66.7";"20";"19";"95";"16";"15";"93.8";"7";"<5";"57.1";"23";"19";"82.6";"15";"13";"86.7";"6";"6";"100";"21";"19";"90.5";"9";"7";"77.8";"14";"12";"85.7";"23";"19";"82.6"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"63";"VWO - C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"75";"<5";"<5";"75"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"64";"VWO - N&T / N&G";"17";"16";"94.1";"11";"11";"100";"28";"27";"96.4";"7";"6";"85.7";"11";"11";"100";"18";"17";"94.4";"<5";"<5";"66.7";"9";"9";"100";"12";"11";"91.7";"<5";"<5";"100";"16";"15";"93.8";"20";"19";"95";"<5";"<5";"100";"9";"9";"100";"13";"13";"100"
"02GN";"02GN00";"SGM Kennemer Lyceum";"BLOEMENDAAL";"VWO";"69";"VWO - E&M / C&M";"8";"8";"100";"13";"12";"92.3";"21";"20";"95.2";"5";"5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"100";"12";"11";"91.7";"13";"12";"92.3";"5";"5";"100";"10";"10";"100";"15";"15";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"50";"HAVO - N&T";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"<5";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"7";"6";"85.7";"<5";"<5";"100";"8";"7";"87.5";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"51";"HAVO - N&G";"6";"6";"100";"<5";"<5";"100";"9";"9";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"<5";"66.7";"0";"0";"0";"6";"<5";"66.7";"<5";"<5";"33.3";"6";"6";"100";"9";"7";"77.8"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"52";"HAVO - E&M";"10";"10";"100";"6";"6";"100";"16";"16";"100";"10";"8";"80";"6";"6";"100";"16";"14";"87.5";"10";"8";"80";"<5";"<5";"100";"11";"9";"81.8";"7";"<5";"42.9";"<5";"<5";"66.7";"10";"5";"50";"12";"11";"91.7";"<5";"<5";"75";"16";"14";"87.5"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"50";"<5";"<5";"50";"<5";"<5";"50";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"75";"5";"<5";"80"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"54";"HAVO - N&T / N&G";"5";"5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"66.7";"<5";"<5";"100";"<5";"<5";"75";"<5";"<5";"100";"<5";"0";"0";"5";"<5";"60";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"75"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"50";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"60";"VWO - N&T";"6";"6";"100";"7";"7";"100";"13";"13";"100";"7";"7";"100";"5";"5";"100";"12";"12";"100";"8";"8";"100";"<5";"<5";"100";"9";"9";"100";"<5";"<5";"50";"<5";"<5";"100";"6";"<5";"66.7";"11";"10";"90.9";"<5";"<5";"100";"13";"12";"92.3"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"61";"VWO - N&G";"6";"6";"100";"12";"12";"100";"18";"18";"100";"5";"5";"100";"8";"8";"100";"13";"13";"100";"<5";"<5";"100";"5";"5";"100";"8";"8";"100";"7";"6";"85.7";"5";"5";"100";"12";"11";"91.7";"8";"7";"87.5";"7";"5";"71.4";"15";"12";"80"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"62";"VWO - E&M";"10";"10";"100";"6";"6";"100";"16";"16";"100";"5";"<5";"80";"<5";"<5";"33.3";"8";"5";"62.5";"10";"10";"100";"<5";"<5";"100";"12";"12";"100";"7";"6";"85.7";"<5";"<5";"66.7";"10";"8";"80";"10";"8";"80";"<5";"<5";"100";"13";"11";"84.6"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"5";"5";"100";"5";"5";"100";"0";"0";"0";"6";"5";"83.3";"6";"5";"83.3";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"50";"0";"0";"0";"6";"<5";"66.7";"6";"<5";"66.7"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"64";"VWO - N&T / N&G";"18";"18";"100";"23";"23";"100";"41";"41";"100";"14";"14";"100";"14";"14";"100";"28";"28";"100";"11";"11";"100";"11";"10";"90.9";"22";"21";"95.5";"13";"13";"100";"9";"9";"100";"22";"22";"100";"14";"14";"100";"<5";"<5";"100";"18";"18";"100"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"67";"VWO - N&G / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"02GP";"02GP00";"Het Rijnlands Lyceum Wassenaar";"WASSENAAR";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"12";"12";"100";"16";"16";"100";"<5";"<5";"100";"14";"13";"92.9";"17";"16";"94.1";"10";"10";"100";"16";"16";"100";"26";"26";"100";"<5";"<5";"100";"11";"9";"81.8";"13";"11";"84.6";"5";"5";"100";"23";"21";"91.3";"28";"26";"92.9"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"HAVO";"50";"HAVO - N&T";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"HAVO";"51";"HAVO - N&G";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"HAVO";"52";"HAVO - E&M";"<5";"<5";"100";"6";"6";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"50";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"5";"5";"100";"8";"8";"100";"13";"13";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"VWO";"61";"VWO - N&G";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"VWO";"62";"VWO - E&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GP";"02GP04";"Het Rijnlands Lyceum";"'S-GRAVENHAGE";"VWO";"64";"VWO - N&T / N&G";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"HAVO";"51";"HAVO - N&G";"<5";"<5";"100";"<5";"<5";"100";"7";"7";"100";"<5";"<5";"50";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"5";"<5";"80";"<5";"<5";"100";"9";"8";"88.9";"7";"7";"100";"<5";"<5";"100";"9";"9";"100"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"HAVO";"52";"HAVO - E&M";"31";"29";"93.5";"30";"29";"96.7";"61";"58";"95.1";"19";"16";"84.2";"26";"20";"76.9";"45";"36";"80";"17";"16";"94.1";"14";"14";"100";"31";"30";"96.8";"26";"20";"76.9";"15";"11";"73.3";"41";"31";"75.6";"33";"30";"90.9";"31";"27";"87.1";"64";"57";"89.1"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"12";"12";"100";"13";"13";"100";"<5";"0";"0";"7";"6";"85.7";"9";"6";"66.7";"<5";"<5";"100";"11";"11";"100";"13";"13";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"75";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"HAVO";"54";"HAVO - N&T / N&G";"14";"14";"100";"5";"5";"100";"19";"19";"100";"11";"7";"63.6";"<5";"<5";"100";"14";"10";"71.4";"8";"8";"100";"<5";"<5";"100";"10";"10";"100";"9";"7";"77.8";"6";"<5";"66.7";"15";"11";"73.3";"5";"<5";"80";"8";"8";"100";"13";"12";"92.3"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"HAVO";"59";"HAVO - E&M / C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"75";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"66.7";"<5";"<5";"75";"<5";"<5";"50";"5";"5";"100";"7";"6";"85.7"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"50";"<5";"<5";"75";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"VWO";"61";"VWO - N&G";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"<5";"<5";"66.7";"<5";"<5";"75";"7";"5";"71.4";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"66.7"
"02GS";"02GS00";"SGM Montessori Lyc Rdam";"ROTTERDAM";"VWO";"62";"VWO - E&M";"20";"20";"100";"16";"16";"100";"36";"36";"100";"21";"20";"95.2";"13";"13";"100";"34";"33";"97.1";"24";"22";"91.7";"14";"11";"78.6";"38";"33";"86.8";"20";"17";"85";"21";"18";"85.7";"41";"35";"85.4";"33";"31";"93.9";"21";"18";"85.7";"54";"49";"90.7"
