BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,pupils_total
10SG00,Basisschool Bonnen,Aa en Hunze,9461AC,Bo,22.38,300.29,0.0877,0.6024,96
10SH00,OBS De Kern,Hardenberg,7773DE,Bo,25.45,336.71,0.0985,0.6402,92
10SO00,Griftschool,Woudenberg,3931AB,Bo,19.42,425.29,0.0771,0.7204,128
10SO01,Basisschool De Dorpsbeuk,Scherpenzeel,3925JL,Bo,25.18,358.52,0.0975,0.6614,129
10SX00,Basisschool 't Palet,Leusden,3832JN,Bo,32.79,513.52,0.1232,0.7878,347
10SZ00,Obs Jaarfke,Oldambt,9679CL,Bo,16.12,236.29,0.0649,0.5267,161
10TA00,OBS Het Oelebred,Tynaarlo,9482PP,Bo,31.43,345.86,0.1187,0.6492,96
10TB00,Burg de Ruiterschool,Steenwijkerland,8374KG,Bo,17.5,247.29,0.07,0.5407,60
10TC00,Opb Basissch de Polsstok,Krimpenerwaard,2825BE,Bo,27.91,468.74,0.1069,0.7549,38
10TE00,Basisschool Brookschole,Hof van Twente,7475PW,Bo,24.19,381.56,0.0941,0.6827,24
10TH00,BS De Zuidwester,Tynaarlo,9471PS,Bo,27.9,324.57,0.1069,0.628,77
10TO00,Basisschool de Eiber,Hardenberg,7701VE,Bo,18.69,274.38,0.0744,0.5733,107
10TP00,Obs de Elsakker,Noordenveld,9337PB,Bo,25.33,472.71,0.0981,0.7579,42
10TR00,De Singel,Roosendaal,4701HL,Bo,25.23,238.05,0.0977,0.529,154
10TT00,De Spelwert,Zaltbommel,5301WE,Bo,28.34,309.76,0.1084,0.6125,156
10UA00,Merwedeschool,Hardinxveld-Giessendam,3372XG,Bo,17.81,294.29,0.0712,0.5958,118
10UB00,De Straap,Helmond,5709KG,Bo,13.71,304.24,0.0558,0.6066,146
10UD00,Obs De Molenvliet,Goeree-Overflakkee,3243AM,Bo,7.66,299.75,0.032,0.6018,23
10UF00,OBS Pierre Bayle,Rotterdam,3034JW,Bo,6.52,255.4,0.0274,0.5507,78
10UG00,De Buizerd,Wijchen,6601AT,Bo,22.27,273.71,0.0873,0.5725,278
10UJ00,Obs de Whee,Hof van Twente,7471EL,Bo,15.6,255.57,0.063,0.5509,171
10UK00,Basisschool Het Mozaiek,Vijfheerenlanden,4142EM,Bo,10.55,271.38,0.0436,0.5698,101
10UN00,Basisschool 't Oelebrod,De Wolden,7963BZ,Bo,25.15,352.43,0.0974,0.6556,145
10UP00,OBS Camelot,Uden,5403XD,Bo,17.64,328.05,0.0705,0.6315,153
10UU00,Basisschool Op Avontuur,Hollands Kroon,1767CD,Bo,24.44,289.71,0.095,0.5907,83
10UV00,van Reenenschool,Bergen (NH.),1861LM,Bo,35.12,678.6,0.1307,0.8913,122
10UW00,Dr Theun de Vriesskoalle,Dantumadiel,9269NZ,Bo,32.43,259.9,0.122,0.5562,112
10UZ00,De Schovenhorst,Putten,3881NC,Bo,27.46,468.67,0.1054,0.7549,162
10VA00,Basisschool Jan Thies,Aa en Hunze,9451KE,Bo,32.07,301.29,0.1208,0.6035,215
10VB00,obs 't Padland,Drechterland,1606NL,Bo,14.81,341.14,0.06,0.6446,115
10VC00,OBS De Hagewinde,Voorst,7384AS,Bo,23.33,446.05,0.0911,0.7372,85
10VD00,Opb Basissch de Margriet,Leidschendam-Voorburg,2262EA,Bo,16.44,206.57,0.0661,0.4865,80
10VH00,Basisschool Jan Ligthart,Appingedam,9903ET,Bo,16.58,257.33,0.0666,0.5531,206
10VK00,Daltonschool Oegstgeest,Oegstgeest,2343BK,Bo,49.29,447.43,0.174,0.7383,133
10VM00,Basisschool De Kei,Hollands Kroon,1777AC,Bo,23.36,264.29,0.0912,0.5614,137
10VP00,De Blauwe Morgenster,Beemster,1462JL,Bo,23.52,432.52,0.0918,0.7263,330
10VR00,Darwin,Oisterwijk,5061WB,Bo,0.56,355.94,0.0024,0.6589,63
10VU00,Opb Basissch de Wiekslag,Alkmaar,1841GR,Bo,24.81,366.05,0.0963,0.6684,121
10VV00,OBS De Kirreweie,Schouwen-Duiveland,4328AR,Bo,26.32,468.71,0.1015,0.7549,74
10WF00,De Plataan,Velsen,1951CD,Bo,8.79,246.0,0.0366,0.5391,246
10WG00,Basisschool Valkenburg,Valkenburg aan de Geul,6301GM,Bo,34.68,277.43,0.1293,0.5768,241
10WH00,Basisschool de Vlashof,Tilburg,5011JB,Bo,10.94,214.52,0.0451,0.4977,175
10WI00,Prins Mauritsschool,Delft,2628GJ,Bo,46.92,259.57,0.1671,0.5558,307
10WN00,Basissch de Watermolen,Oost Gelre,7141BV,Bo,23.3,238.0,0.091,0.5289,111
10WO00,Basisschool de Hussel,Stede Broec,1613AL,Bo,20.92,314.86,0.0825,0.6179,149
10WQ00,Moerschans,Hulst,4561ZX,Bo,16.61,249.29,0.0667,0.5432,68
10WT00,De Cirkel,Amstelveen,1188AM,Bo,43.37,431.19,0.1565,0.7253,311
10WU00,De Dassenburcht,"Nuenen, Gerwen en Nederwetten",5671VP,Bo,39.44,419.71,0.1444,0.7158,273
10WW00,De Samenstroom,Gemert-Bakel,5421VA,Bo,19.37,324.57,0.0769,0.628,370
10WZ00,RK Basissch St Lambertus,Asten,5721AZ,Bo,23.16,308.0,0.0905,0.6107,19
10XB00,RK Basissch JF Kennedy,Zutphen,7203JD,Bo,40.36,255.29,0.1473,0.5506,165
10XC00,P.C.B.S. 't Noorderlicht,Goes,4463CW,Bo,28.16,239.9,0.1078,0.5314,131
10XE00,De Burcht Rietheim,Vlissingen,4388CT,Bo,13.57,198.38,0.0553,0.4748,179
10XF00,RK Bs 't Carillon,Etten-Leur,4876XB,Bo,32.07,315.95,0.1208,0.619,247
10XJ00,Kbs De Eerste Rith,Breda,4813GM,Bo,27.95,353.57,0.107,0.6566,301
10XK00,Mariaschool v Kath Bso,Rijswijk,2282SE,Bo,17.23,288.14,0.069,0.589,145
10XM00,RK Basissch Klippeholm,Haarlemmermeer,2133DW,Bo,28.88,382.33,0.1102,0.6833,288
10XO00,Basisschool de Hoeven,Beuningen,6641WR,Bo,26.0,308.29,0.1004,0.611,241
10XP00,'t Kampke,Dinkelland,7635LT,Bo,31.11,396.95,0.1176,0.6963,53
10XR00,BS Sint Petrus Banden,Venray,5802BC,Bo,48.29,242.81,0.1711,0.5351,341
10XS00,RK Bs de Korenbloem,Raalte,8101EN,Bo,25.92,308.9,0.1001,0.6116,248
10XU00,CBS Het Baken,Harlingen,8862BB,Bo,18.68,214.05,0.0744,0.497,99
10XV00,Basissch St Jozef,Oost Gelre,7131GK,Bo,18.21,253.24,0.0726,0.5481,262
10YA00,Mijndert vd Thynenschool,Coevorden,7741XM,Bo,8.4,198.95,0.035,0.4756,71
10YD00,Basissch St Bonifatius,S·dwest-FryslÔn,8551NL,Bo,27.61,297.25,0.1059,0.5991,67
10YE00,RK Basissch Vlasgaard,Landerd,5411EA,Bo,27.66,388.81,0.106,0.6891,283
10YF00,Basisschool De Diamant,Peel en Maas,5991BN,Bo,18.98,316.05,0.0755,0.6191,238
10YG00,Basisschool 't Molenveld,Oss,5351CC,Bo,16.74,371.33,0.0672,0.6733,251
10YH00,Chr Basissch Beurthonk,Bunnik,3984MB,Bo,33.73,451.29,0.1262,0.7414,59
10YI00,De Pijler,IJsselstein,3404CV,Bo,23.21,383.86,0.0906,0.6847,127
10YK00,PC Bs Ichthus,Krimpenerwaard,2872AM,Bo,35.7,486.33,0.1326,0.7681,154
10YO00,CBS De Hoeksteen,Noordenveld,9301VC,Bo,41.8,272.14,0.1517,0.5707,164
10YP00,Chr Basisschool De Marsweijde,Hardenberg,7773DE,Bo,19.53,336.71,0.0775,0.6402,341
10YQ00,Jong Laren,Tynaarlo,9471JD,Bo,43.86,324.57,0.1579,0.628,87
10YR00,St Henricus-School,Emmen,7891KN,Bo,19.61,215.52,0.0778,0.499,137
10YS00,Cbs de Frissel,Dantumadiel,9269SN,Bo,19.09,259.9,0.0759,0.5562,87
10YW00,cbs de Parel,Terneuzen,4533DW,Bo,29.91,388.43,0.1136,0.6888,147
10YZ00,RK Basisschool St Jozef,Oudewater,3421XL,Bo,28.04,360.86,0.1074,0.6636,181
10ZF00,RK Bs de Verburchhof,Westland,2685RS,Bo,27.86,370.57,0.1067,0.6726,284
10ZI00,De Noorderpoort,Dongen,5103GN,Bo,18.13,300.0,0.0724,0.6021,65
10ZK00,RK Basissch de Regenboog,Venlo,5921AZ,Bo,6.57,221.33,0.0276,0.507,238
10ZM00,Kbs Kievitsloop,Breda,4823JJ,Bo,21.35,338.19,0.084,0.6417,159
10ZN00,IKC Regenboog,Oss,5348HL,Bo,8.9,240.9,0.037,0.5326,98
10ZO00,De Vlieger,Uden,5408XL,Bo,17.44,382.38,0.0698,0.6834,172
10ZS00,Cbs de Linge,Kapelle,4421JS,Bo,35.35,312.62,0.1315,0.6155,73
10ZT00,Chr Bs de Paasberg,Renkum,6862CC,Bo,51.58,457.33,0.1806,0.7461,161
10ZU00,Chr Basissch Wakersduin,Noordwijk,2202SP,Bo,23.97,581.57,0.0933,0.8335,184
10ZW00,Basisschool De Liaan,Peel en Maas,5988CS,Bo,15.94,328.38,0.0642,0.6318,192
10ZY00,Basisschool de Molenwiek,Stede Broec,1611XE,Bo,13.89,315.33,0.0565,0.6184,193
10ZZ00,De Parel,Huizen,1273EG,Bo,27.72,327.33,0.1063,0.6308,145
11AK00,Basisschool Anloo,Aa en Hunze,9467PH,Bo,24.32,389.45,0.0945,0.6897,29
11AL00,Obs De Sleutel,Deventer,7433EL,Bo,46.12,412.86,0.1647,0.71,143
11AM00,obs Het Palet Hattem,Hattem,8051XS,Bo,42.65,365.1,0.1543,0.6675,230
11AO00,OBS De Springplank,Midden-Groningen,9628AA,Bo,10.84,232.24,0.0447,0.5214,120
11AQ00,Obs de Vos,Voorschoten,2251ZM,Bo,40.94,456.33,0.149,0.7453,319
11AT00,De Windroos,Amersfoort,3815GS,Bo,30.17,302.33,0.1145,0.6046,152
11AV00,Basissch de Dorpsschool,Deventer,7437AE,Bo,29.47,390.81,0.1122,0.6909,197
11AY00,Godelindeschool,Gooise Meren,1412HD,Bo,59.8,628.0,0.2036,0.8621,456
11AZ00,De Hobbit,'s-Hertogenbosch,5247WH,Bo,31.61,406.14,0.1193,0.7043,254
11BF00,Basisschool de Mienskip,Achtkarspelen,9285SZ,Bo,15.23,229.19,0.0616,0.5174,203
11BL00,OBS De Dukdalf,Dronten,8253EA,Bo,32.18,360.86,0.1212,0.6636,216
11BO00,R. de Jagerschool,Woerden,3445ER,Bo,35.75,393.95,0.1327,0.6937,125
11BP00,CBS De Zaaier,Delfzijl,9932HZ,Bo,34.26,156.0,0.1279,0.4082,36
11BQ00,Sint Willibrordusschool,Schiedam,3114LC,Bo,18.26,226.57,0.0728,0.514,176
11BS00,RK Basisschool Adwaita,Deventer,7412EV,Bo,28.03,239.81,0.1073,0.5312,313
11BT00,Pr Maurits,Enschede,7544CW,Bo,15.88,218.71,0.064,0.5034,89
11BU00,Basisschool Paus Joannes,Haaksbergen,7481DL,Bo,23.16,308.71,0.0905,0.6114,119
11BW00,CBS Het Braambos,Haarlemmermeer,2134XL,Bo,31.65,427.81,0.1194,0.7225,328
11BY00,Cornelis Haak School,Rotterdam,3067MZ,Bo,19.21,246.57,0.0763,0.5398,198
11CA00,Willem Alexanderschool,Staphorst,7951AL,Bo,21.9,316.38,0.086,0.6195,213
11CB00,Kristalla,Emmen,7823PS,Bo,17.64,176.48,0.0705,0.4417,76
11CC00,Basissch de Zonnewende,Nijmegen,6543RN,Bo,12.16,300.0,0.0499,0.6021,96
11CD00,Pr Willem Alexandersch,Westland,2678TX,Bo,16.0,388.71,0.0645,0.6891,117
11CE00,Chr Bs De Bron,Hoeksche Waard,3281JH,Bo,22.22,341.38,0.0871,0.6448,173
11CF00,Pr Beatrixsch v Chr Bo,Heemstede,2102XC,Bo,60.96,819.24,0.2067,0.9634,404
11CG00,Oranje Nassau Basissch,Nijkerk,3861CW,Bo,14.87,368.86,0.0602,0.671,241
11CJ00,Goede Herderschool,Rotterdam,3053CD,Bo,18.69,341.76,0.0744,0.6452,129
11CK00,Wildemaetschool,Elburg,8081AN,Bo,19.64,303.05,0.0779,0.6054,122
11CM00,PC Basisschool de Rank,Veldhoven,5501CN,Bo,36.81,304.38,0.1361,0.6068,167
11CO00,Basisschool de Holm,Leusden,3831LE,Bo,20.89,386.62,0.0824,0.6872,115
11CP00,Prins Bernhardschool,Dordrecht,3314WZ,Bo,16.79,209.05,0.0674,0.49,147
11CS00,Odaschool,Meierijstad,5491GC,Bo,29.83,426.1,0.1134,0.7211,180
11CT00,Basisschool De Caleidoscoop,Ede,6715EA,Bo,12.92,269.0,0.0528,0.567,94
11CU00,Prins Constantijn,Papendrecht,3352AN,Bo,28.6,303.71,0.1092,0.6061,143
11CV00,Mr. J.J.L. vd Brugghenschool,Katwijk,2221EP,Bo,21.97,335.1,0.0863,0.6386,371
11CY00,Kindcentrum De Schaapskooi,Oldebroek,8091ER,Bo,17.22,319.38,0.069,0.6226,225
11CZ00,Het Palet,Emmen,7812NX,Bo,14.3,195.57,0.0581,0.4707,129
11DA00,Vlinderakker,Hilvarenbeek,5084HG,Bo,20.13,448.38,0.0797,0.7391,86
11DE00,Het Kompas,Hoorn,1625HZ,Bo,27.05,283.86,0.104,0.5842,182
11DG00,Jenaplanbasissch Jeanne d'Arc,Tilburg,5042TG,Bo,16.46,220.1,0.0662,0.5053,87
11DH00,De Bolster,Boxmeer,5836AH,Bo,42.95,331.38,0.1552,0.6349,73
11DN00,Sint Jozef,Montferland,6941DM,Bo,21.51,276.24,0.0846,0.5755,73
11DO00,Basisschool Wilhelmina,Urk,8321JB,Bo,15.51,287.81,0.0626,0.5886,159
11DS00,RK Bs De Hofstee,Etten-Leur,4872SB,Bo,24.43,276.9,0.0949,0.5762,354
11DV00,Graankorrel,Aalsmeer,1433AN,Bo,24.34,413.1,0.0946,0.7102,111
11DW00,De Fonkeling,Oirschot,5688KN,Bo,24.81,435.43,0.0962,0.7287,126
11DX00,RK Basissch De Paperclip,Heerhugowaard,1702GW,Bo,15.73,288.29,0.0634,0.5892,222
11DZ00,Basisschool Sint Jozef,Weert,6006SW,Bo,25.52,300.5,0.0987,0.6026,44
11ED00,Stefanusschool,Tiel,4003TL,Bo,40.45,290.95,0.1475,0.5921,160
11EF00,Basissch De Muldershof,Laarbeek,5741NA,Bo,16.46,324.43,0.0662,0.6278,176
11EI00,Anne Frankschool,Heemskerk,1964BC,Bo,19.97,355.0,0.0791,0.658,283
11EL00,Interconf Basisschool De Ceder,Hoorn,1628ME,Bo,17.93,283.0,0.0716,0.5832,137
11EL02,Dynamis,Hoorn,1628TR,Bo,25.86,313.0,0.0999,0.616,43
11EM00,De Dijck,Maassluis,3142LC,Bo,17.05,254.95,0.0684,0.5502,178
11EN00,Drieeenheidsschool,Oldenzaal,7573EP,Bo,34.57,380.76,0.1289,0.6819,309
11EO00,De Golfslag,Dronten,8255BS,Bo,25.52,280.67,0.0987,0.5805,135
11ER00,RK Bs de Springplank,Teylingen,2172EA,Bo,26.44,376.76,0.1019,0.6783,197
11EU00,Agnesschool,IJsselstein,3402MJ,Bo,25.28,320.95,0.0979,0.6242,154
11EW00,KBs De Molenwiek,Woerden,3448CD,Bo,40.25,326.67,0.1469,0.6301,100
11EY00,Oleanderhof,Middelburg,4341LV,Bo,20.06,254.43,0.0794,0.5495,153
11FA00,Wilhelminaschool,Ede,6721VD,Bo,44.86,413.29,0.161,0.7104,211
11FB00,Chr Bs de Grondtoon,Bunschoten,3752VG,Bo,18.04,369.81,0.072,0.6719,153
11FC00,PC Basissch de Boomgaard,Rheden,6951NS,Bo,18.15,236.19,0.0724,0.5266,121
11FD00,De Bron,Barneveld,3776MK,Bo,24.26,438.57,0.0943,0.7312,96
11FE00,Johannes Calvijnschool,Zwartewaterland,8281NA,Bo,15.29,282.33,0.0618,0.5824,127
11FG00,CBS Wereldwijs,Heerde,8181VZ,Bo,29.42,369.86,0.112,0.672,200
11FI00,Schimmelp v d Oijeschool,Nijkerk,3871AD,Bo,16.83,437.0,0.0676,0.73,119
11FK00,De Stapsteen,Westerkwartier,9351KN,Bo,30.73,265.81,0.1164,0.5633,169
11FL00,Chr Basisschool Klim Op,Vijfheerenlanden,4142VL,Bo,12.85,281.44,0.0525,0.5814,79
11FM00,Elimschool,Zuidplas,2912VK,Bo,29.28,340.62,0.1115,0.6441,145
11FO00,De Meander,Hellendoorn,7442BM,Bo,24.89,270.1,0.0965,0.5683,144
11FQ00,v.d Muelen Vastwykschool,Weesp,1381AT,Bo,38.71,492.95,0.1421,0.773,331
11FR00,De Sjaloom,Wierden,7642XK,Bo,14.96,329.29,0.0605,0.6327,137
11FW00,Bernhardschool,Steenwijkerland,8331ME,Bo,20.57,210.71,0.0812,0.4924,129
11FX00,'t Prisma,Doetinchem,7007LA,Bo,26.03,303.57,0.1005,0.6059,265
11FY00,Obs Samen Een,Aalsmeer,1431BG,Bo,25.72,426.24,0.0994,0.7212,164
11FY01,OBS Kudelstaart,Aalsmeer,1433WB,Bo,25.1,453.0,0.0973,0.7427,36
11FZ00,Plantijn,Barneveld,3772TD,Bo,17.77,349.29,0.071,0.6525,97
11GC00,obs Villa 60,Lochem,7211BD,Bo,26.19,385.71,0.101,0.6864,108
11GF00,Obs Hendrik Wester,Pekela,9665HS,Bo,12.56,166.57,0.0514,0.4258,88
11GH00,OBS De Meerwaarde,Hoeksche Waard,3291GJ,Bo,31.83,301.1,0.12,0.6032,228
11GK00,OBS De Bosrand,De Wolden,7926TC,Bo,10.79,338.76,0.0445,0.6422,37
11GM00,De Snip,Hollands Kroon,1733AR,Bo,26.66,330.67,0.1027,0.6341,118
11GR00,Samenw School Oostermoer,Aa en Hunze,9511PM,Bo,27.96,271.9,0.1071,0.5704,76
11GS00,Baalder,Hardenberg,7772GW,Bo,12.04,250.33,0.0494,0.5445,32
11GT00,Opb Bs H M van Randwijk,Waterland,1452XH,Bo,31.23,426.1,0.118,0.7211,97
11GX00,Basisschool de Keg,Venray,5801RK,Bo,29.73,269.38,0.113,0.5675,161
11HC00,Voorweg Basisschool,Heemstede,2103ST,Bo,33.07,575.57,0.1241,0.8297,186
11HD00,Basisschool de Bongerd,Leusden,3831JT,Bo,31.17,386.62,0.1178,0.6872,145
11HD01,Basissch het Startblok,Leusden,3791AC,Bo,41.51,439.87,0.1508,0.7323,86
11HH00,De Duinstee,Tynaarlo,9494RB,Bo,16.17,328.0,0.0651,0.6314,26
11HJ00,OBS De Pipegaal,S·dwest-FryslÔn,8711GC,Bo,22.26,261.29,0.0873,0.5579,87
11HK00,Basisschool de Zwaluw,Hof van Twente,7475CC,Bo,22.9,365.48,0.0896,0.6679,161
11HN00,De Adelaar,Opmeer,1718AN,Bo,21.11,329.29,0.0832,0.6327,111
11HR00,Opb Bs 't Nokkenwiel,Alblasserdam,2953BA,Bo,13.95,265.52,0.0567,0.5629,200
11HS00,Basisschool Pr Margriet,Hardenberg,7707BW,Bo,20.07,312.14,0.0794,0.615,89
11HS01,Basisschool Oud Avereest,Hardenberg,7707PN,Bo,21.74,312.14,0.0855,0.615,37
11HT00,SSBO De Bouwsteen,Capelle aan den IJssel,2902JD,Sbo,0.0,296.9,0.0,0.5987,233
11HU00,Obs De Tweemaster,Enkhuizen,1601RH,Bo,20.81,303.05,0.0821,0.6054,100
11HV00,Kon Julianaschool,Leiderdorp,2351NN,Bo,48.32,478.43,0.1712,0.7622,148
11HW00,Obs Dijkzicht,Olst-Wijhe,8196KB,Bo,10.0,476.07,0.0414,0.7605,16
11HX00,SSBO De Tender,Schagen,1742AB,Sbo,0.0,302.67,0.0,0.6049,126
11IF00,Basisschool de Rakt,Helmond,5709HD,Bo,17.29,304.24,0.0693,0.6066,134
11IH00,Basisschool de Meerpaal,De Fryske Marren,8531BW,Bo,24.67,251.9,0.0958,0.5464,117
11IJ00,Obs De Zeemeeuw,Sluis,4511JB,Bo,19.01,262.29,0.0756,0.5591,177
11IP00,De Dukendonck,Nijmegen,6537PR,Bo,17.65,222.67,0.0706,0.5088,196
11IP01,Obs de Bloemberg,Nijmegen,6546HB,Bo,2.5,260.85,0.0107,0.5573,24
11IQ00,De Eskampen,Noordenveld,9321EL,Bo,39.53,378.1,0.1447,0.6795,204
11IR00,OBS De Zandloper,Hoogeveen,7934PJ,Bo,9.97,338.15,0.0413,0.6416,32
11IS00,Burgemeester v Royensch,Coevorden,7848BB,Bo,19.17,245.24,0.0762,0.5381,54
11IZ00,KC De Vuursteen,Westerveld,8351HR,Bo,19.59,394.86,0.0777,0.6945,58
11JA00,Odbs de Holterenk,Rijssen-Holten,7451AW,Bo,24.69,357.76,0.0958,0.6606,107
11JD00,De Wegwijzer,Leidschendam-Voorburg,2266EE,Bo,13.35,353.1,0.0544,0.6562,178
11JJ00,De Vlonder,Westerwolde,9698AW,Bo,20.42,266.0,0.0807,0.5635,60
11JK00,Basisschool de Terp,Zuidplas,2912CB,Bo,35.05,340.62,0.1305,0.6441,157
11JQ00,De Zuidwester,Heiloo,1852WS,Bo,30.62,440.9,0.116,0.7331,140
11JR00,OBS De Kameleon,Oosterhout,4902ZP,Bo,12.81,301.84,0.0523,0.6041,47
11JU00,Basisschool De Rank,Rotterdam,3181HE,Bo,19.3,242.95,0.0766,0.5352,107
11JV00,Het Vlot,Vlissingen,4382KB,Bo,24.43,207.24,0.0949,0.4875,169
11JX00,Da Costaschool,Nunspeet,8071ZR,Bo,20.61,349.95,0.0814,0.6532,196
11KB00,Basissch Sint Theresia,Voerendaal,6312AJ,Bo,31.96,315.62,0.1205,0.6187,83
11KC00,Basissch Stelaertshoeve,Tilburg,5011EC,Bo,24.98,218.78,0.0968,0.5035,217
11KG00,RK Basissch De Triangel,Gouda,2803JH,Bo,39.95,304.67,0.146,0.6071,184
11KJ00,Basisschool Sint Thomas,Leeuwarden,8916EL,Bo,28.2,210.81,0.1079,0.4925,256
11KM00,De Crijnsschool,"Nuenen, Gerwen en Nederwetten",5672ST,Bo,30.49,378.52,0.1156,0.6799,191
11KN00,De Lichtbaak,Assen,9406TH,Bo,6.59,198.48,0.0277,0.4749,140
11KO00,Kleinerf,Gemert-Bakel,5425VR,Bo,17.6,433.38,0.0704,0.727,79
11KQ00,Basisschool de Sluis,Zeist,3704GG,Bo,34.43,374.71,0.1285,0.6764,276
11KR00,BS het Talent,Asten,5721EE,Bo,16.5,356.48,0.0663,0.6594,151
11KS00,RK Basisschool de Wheele,Borne,7622HB,Bo,20.57,293.05,0.0812,0.5944,251
11KW00,De Wegwijzer,Losser,7581EP,Bo,19.19,289.52,0.0762,0.5905,97
11LE00,Godfried Bomansschool,Rijswijk,2288EJ,Bo,27.83,396.62,0.1066,0.696,216
11LF00,PC Bs Willem de Zwijger,Leiderdorp,2351GG,Bo,41.2,478.43,0.1498,0.7622,204
11LG00,Montessoribasissch De Elzen,Tilburg,5038HD,Bo,39.45,243.57,0.1444,0.536,461
11LH00,Bs Montessori Lindenholt,Nijmegen,6546XN,Bo,25.15,258.62,0.0974,0.5546,130
11LI00,Rk Bs de Bosbouwers,Haarlemmermeer,2134SB,Bo,21.96,427.81,0.0862,0.7225,196
11LJ00,Van Harte School,Houten,3991AA,Bo,40.21,479.43,0.1468,0.763,192
11LK00,'n Esch,Dinkelland,7634PS,Bo,26.71,377.57,0.1028,0.679,61
11LL00,Basisschool de Vlieger,Heerlen,6432CP,Bo,5.81,184.86,0.0245,0.4546,228
11LO00,Basisschool Sint Joris,Oost Gelre,7132DK,Bo,22.71,321.81,0.0889,0.6251,222
11LP00,IKC De Hoge Hoeve,Westervoort,6932DJ,Bo,14.18,260.76,0.0576,0.5572,234
11LR00,PC Basisschool d1e Akker,Meppel,7943LD,Bo,48.92,276.67,0.1729,0.576,231
11LS00,Paul Krugerschool,Coevorden,7741ER,Bo,15.46,198.95,0.0624,0.4756,109
11LT00,RK Basissch t Oventje,Landerd,5411NT,Bo,21.08,336.0,0.0831,0.6395,25
11LX00,De Rank,Krimpenerwaard,2871JM,Bo,17.75,311.67,0.071,0.6145,207
11LY00,Frankendael,Amsterdam,1098CA,Bo,41.07,550.86,0.1494,0.8135,206
11MA00,Chr BS De Lichtbron,Achtkarspelen,9285TS,Bo,18.89,229.19,0.0752,0.5174,181
11MB00,Chr Bs de Hoekstien,Achtkarspelen,9231AZ,Bo,32.05,231.71,0.1207,0.5208,111
11MC00,PCBS de Klankhof,Etten-Leur,4876XB,Bo,23.62,315.95,0.0921,0.619,109
11MD00,Pastoor Middelkoopschool,Emmen,7891EK,Bo,21.71,215.52,0.0853,0.499,108
11MG00,RK Basissch Klimop,Loon op Zand,5171BM,Bo,17.64,321.67,0.0706,0.625,113
11MI00,RK Basissch Agnetendal,Valkenswaard,5551BJ,Bo,24.46,337.67,0.095,0.6411,167
11MK00,Mariasch v RK Basisondw,Oudewater,3421BT,Bo,20.82,360.86,0.0821,0.6636,131
11MN00,Basisschool Sint Ursula,Kerkrade,6461BS,Bo,39.11,187.14,0.1434,0.4581,185
11MO00,Basisschool Coninxhof,Venray,5801RE,Bo,35.98,269.38,0.1335,0.5675,117
11MP00,De Fontein Sch v Chr Bo,Ridderkerk,2987EL,Bo,18.33,274.76,0.0731,0.5738,213
11MQ00,Basisschool Herenweg,Wassenaar,2242ES,Bo,56.17,634.9,0.1936,0.8662,299
11MR00,BS Natuurlijk!,Venlo,5924AC,Bo,12.66,220.81,0.0518,0.5062,301
11MS00,Sterrenschool De Schittering,Halderberge,4731HT,Bo,20.0,270.24,0.0792,0.5685,172
11MW00,IKC De Tamboerijn,Zevenaar,6904EG,Bo,19.13,235.19,0.076,0.5253,158
11MZ00,Basisschool De Wegwijzer,Wijk bij Duurstede,3962AD,Bo,45.73,380.24,0.1635,0.6815,330
11NE00,Basissch Willibrordus,Stede Broec,1611JH,Bo,29.97,315.33,0.1138,0.6184,227
11NH00,Basisschool De Vonder,Someren,5712CA,Bo,13.38,367.95,0.0545,0.6702,129
11NM00,OBS De Jint,Leeuwarden,9051RB,Bo,25.3,248.57,0.098,0.5423,147
11NT00,OBS De Berkel,Berkelland,7157BR,Bo,18.25,404.86,0.0728,0.7032,52
11NU00,Comeniusschool,Gooise Meren,1412BW,Bo,44.31,628.0,0.1593,0.8621,126
11OA00,Omnis school de Linden,Borsele,4431EP,Bo,26.81,261.86,0.1032,0.5585,55
11OA03,Obs de Linden,Borsele,4443AP,Bo,30.66,324.8,0.1161,0.6282,40
11OA04,Omnis school Franck v Borssele,Borsele,4454BH,Bo,5.6,242.47,0.0237,0.5346,21
11OB00,Gouden Kraal,Huizen,1275AB,Bo,30.79,317.67,0.1166,0.6208,110
11OC00,obs De Achtsprong,Woerden,3448CH,Bo,20.02,326.67,0.0793,0.6301,115
11OD00,OBS Aquaramijn,Dronten,8251LD,Bo,6.59,279.0,0.0277,0.5786,146
11OE00,De Reigersberg,Reimerswaal,4411AR,Bo,13.75,236.75,0.056,0.5273,30
11OH00,Willem Alexanderschool,Woerden,3443CV,Bo,26.11,329.38,0.1008,0.6328,219
11OJ00,Kaleidoscoop,Schiedam,3112RK,Bo,13.22,216.19,0.0539,0.4999,166
11ON00,Basisschool Pius X,Haaksbergen,7481GP,Bo,19.12,308.71,0.076,0.6114,92
11OR00,Basisschool Mikado,Hengelo,7552VG,Bo,20.07,231.6,0.0794,0.5206,103
11OS00,Chr Bso Ds Buskensschool,Rotterdam,3069XJ,Bo,18.15,274.29,0.0724,0.5732,196
11OT00,RK Basissch Spinnewiel,Alphen aan den Rijn,2401GH,Bo,29.65,313.38,0.1128,0.6164,187
11OU00,Dr Maarten Lutherschool,Staphorst,7715PM,Bo,27.28,384.38,0.1047,0.6852,130
