BRIN,vestigingsnaam,gemeente,postcode,type,X_linear,Y_linear,X_log,Y_log,candidates_total
31FG00,PVO Amsterdam,AMSTERDAM,,HAVO/VWO,28.98,34.41,0.1105,0.1284,114
31FH00,Pvo Utrecht,UTRECHT,,HAVO/VWO,23.38,24.52,0.0912,0.0953,81
31GM00,Cornelius Haga Lyceum,AMSTERDAM,1043 BZ,HAVO/VWO,5.56,9.72,0.0235,0.0403,216
31HN00,Stanislascollege Pijnacker,PIJNACKER-NOOTDORP,2641 AZ,HAVO/VWO,19.39,25.28,0.077,0.0979,1273
31HN01,Stanislas Beweeg-vmbo/mavo,RIJSWIJK,2283 EZ,VMBO,0.0,21.25,0.0,0.0837,564
31JC01,Zone.college vmbo Almelo,ALMELO,7609 PH,VMBO,0.0,0.0,0.0,0.0,855
31JC02,Zone.college vmbo Borculo,BERKELLAND,7271 RS,VMBO,0.0,0.0,0.0,0.0,475
31JC03,Zone.college vmbo Doetinchem,DOETINCHEM,7005 AZ,VMBO,0.0,0.0,0.0,0.0,996
31JC04,Zone.college vmbo Enschede,ENSCHEDE,7521 AG,VMBO,0.0,0.0,0.0,0.0,806
31JC05,Zone.college vmbo Twello,VOORST,7391 HD,VMBO,0.0,0.0,0.0,0.0,1034
31JC06,Zone.college vmbo Zwolle,ZWOLLE,8017 JN,VMBO,0.0,0.0,0.0,0.0,758
31JW00,Lodewijk College,TERNEUZEN,4535 GZ,HAVO/VWO,26.39,40.71,0.1017,0.1483,1470
31JW01,Lodewijk College,TERNEUZEN,4537 CD,VMBO,0.0,7.41,0.0,0.031,636
31LW00,De Nieuwste School,TILBURG,5022 DM,HAVO/VWO,29.03,26.18,0.1107,0.101,703
31MD00,Lentiz Revius Lyceum,MAASSLUIS,3141 SV,HAVO/VWO,35.11,50.64,0.1307,0.1779,699
31MD02,Lentiz Geuzencollege,VLAARDINGEN,3132 AB,VMBO,0.0,0.0,0.0,0.0,1011
31MD03,Lentiz Revius Mavo,MAASSLUIS,3142 AP,VMBO,0.0,10.36,0.0,0.0428,173
31RY00,Zuider Gymnasium,ROTTERDAM,3075 EA,HAVO/VWO,89.21,48.47,0.2769,0.1717,277
31TK00,Graaf Engelbrecht,BREDA,4822 RK,HAVO/VWO,16.94,19.55,0.068,0.0776,281
